level_0,patient1,patient2,patient3,patient4
FBXW8,1535,1589,1578,1886
RAD52,392,380,383,509
DCP1B,1074,793,1138,1174
TEAD4,68,158,99,368
LOH12CR1,274,330,243,333
LOC642846,2,36,40,126
PTPRO,40,22,37,54
PLBD1,387,924,382,1101
ABCC9,3406,1839,2748,3060
SLCO1B3,0,0,2,0
SOX5,668,576,709,604
PLCZ1,3,3,2,1
RASSF8,1193,1473,1624,1678
FAM60A,3257,3362,3483,3522
BICD1,434,378,567,438
FAR2,136,152,314,145
MUC19,6,2,0,3
SLC38A4,11310,6558,8963,12450
NELL2,290,140,263,323
ARID2,1747,1950,2006,2325
R3HDM2,3269,2347,3954,3515
SLC11A2,4797,4505,5639,5958
NABP2,979,1397,1089,1407
NR4A1,722,631,726,1336
LOC400043,22,49,37,114
MON2,3737,3984,4177,4192
RASSF3,447,1112,344,1229
DPY19L2,74,205,295,199
MDM2,3239,4464,4116,4836
PTPRR,80,55,29,55
TPH2,99,10,12,33
SYT1,2436,440,396,1084
PPFIA2,40,66,111,47
METTL25,215,311,277,215
OTOGL,1260,1039,1515,608
MGAT4C,108,275,155,171
ANKS1B,625,341,486,362
NR2C1,949,1102,1097,1045
CHST11,362,941,608,755
LOC100287944,0,4,1,2
C12orf42,0,0,2,2
BTBD11,782,252,1071,1130
UTP20,1041,1364,1410,1747
RBM19,832,921,1077,1680
RPH3A,761,3461,969,1168
C12orf65,1031,949,1130,1250
ZNF664-FAM101A,7,2,3,2
WSB2,9756,10761,13276,13711
GCN1L1,6042,7242,5906,8351
LRRC43,25,22,59,64
FAM101A,0,0,0,0
SRRM4,12,10,43,8
TMEM132C,618,571,149,834
TMEM132D,2258,1677,2160,4387
CCDC77,352,399,340,384
KDM5A,3242,2987,4012,3974
IQSEC3,1928,1207,2332,1985
WNK1,10650,9347,13503,11915
B4GALNT3,1760,1729,2237,2717
ERC1,3844,3569,4219,4569
ADIPOR2,4624,5093,4774,6053
CACNA2D4,22,45,20,44
CACNA1C,2934,2644,3209,2825
TULP3,915,932,1056,1406
TSPAN9,1962,3153,2294,2916
PARP11,570,602,877,768
EFCAB4B,31,43,38,74
PRMT8,0,3,0,0
C12orf5,919,825,814,1139
DYRK4,514,700,766,1021
GALNT8,23,2,11,12
VWF,196,8,792,218
ANO2,4,0,2,0
PLEKHG6,567,451,533,1046
PHB2,4211,5473,5507,6814
CHD4,13640,13012,18271,18522
C1R,564,738,254,3274
CD27-AS1,566,608,649,721
LEPREL2,5687,4340,4725,7077
SLC2A14,25,78,0,17
DPPA3,0,0,0,0
ACSM4,0,0,0,0
PZP,0,0,2,0
RIMKLB,742,837,1135,908
LINC00937,0,0,1,0
CLEC2D,214,260,354,299
CLEC1A,10,0,24,4
LOC100506159,0,0,0,0
PRH1,2,6,3,3
KLRAP1,31,51,41,80
PRH1-PRR4,4,12,21,11
LRP6,3360,3449,4238,3310
ETV6,859,1322,880,2023
RNU6-19P,0,0,0,0
DDX47,1837,2328,2349,2981
GSG1,2,22,6,7
EMP1,470,225,1067,1485
GPR19,310,175,154,404
DUSP16,2840,3875,3697,5585
ATF7IP,3856,3825,3954,3661
GRIN2B,0,0,0,0
RERG,246,448,334,316
WBP11,3668,4177,5400,5765
ERP27,655,5553,1045,825
GUCY2C,98,78,39,65
DERA,964,1498,1334,2417
MGST1,577,1775,646,4521
EPS8,792,1744,779,2153
SLC15A5,0,0,0,0
PIK3C2G,235,243,46,96
AEBP2,1794,2125,2388,2138
PLEKHA5,1619,1809,1603,2163
PDE3A,2821,2486,2137,3097
LOC100506393,0,0,0,0
RECQL,1632,1688,1419,1912
SLCO1A2,337,1085,320,1027
SLCO1B1,1,1,0,1
SLCO1B7,0,0,0,0
C2CD5,6163,6137,6542,6064
ETNK1,7535,6574,5526,7389
ST8SIA1,288,109,125,297
LOC101928441,0,2,0,0
BCAT1,1454,6499,1105,4413
LOC101928471,0,0,0,0
CASC1,70,93,152,67
LMNTD1,85,267,156,163
ITPR2,1686,2698,1453,2140
TM7SF3,5137,8293,4697,7743
PPFIBP1,939,1019,1022,1801
ARNTL2,459,655,279,1510
MANSC4,11,8,16,5
CCDC91,1936,2325,2868,2607
OVCH1,0,0,0,0
TMTC1,39,81,70,72
OVCH1-AS1,1,0,1,3
DDX11-AS1,11,20,5,4
IPO8,3533,4135,4017,5020
KIAA1551,1167,1174,1497,1461
DENND5B,2950,2976,3741,2728
AMN1,1554,1741,1713,1448
FGD4,4551,3796,5170,3588
PKP2,1750,2539,3032,1983
KIF21A,6284,5883,7660,6545
CPNE8,1544,823,1369,1908
ABCD2,18,20,18,8
SLC2A13,7024,9064,7208,7868
LRRK2,228,269,276,275
C12orf40,0,0,0,0
CNTN1,25136,19184,27152,21686
PPHLN1,1760,2291,2278,2703
PRICKLE1,250,224,258,376
YAF2,737,884,1170,921
ADAMTS20,0,0,0,0
IRAK4,1498,1630,1517,2618
TMEM117,364,357,398,501
ANO6,1490,2465,1436,4230
SLC38A1,2722,5308,3528,6735
PCED1B,31,81,36,158
LINC00935,2,2,0,0
SENP1,988,1172,1418,1336
C12orf54,6,2,11,8
KMT2D,4961,3725,5689,5060
SPATS2,1822,2041,1725,2050
FMNL3,265,160,502,556
NCKAP5L,735,678,891,898
KCNH3,148,67,165,168
LIMA1,3811,6352,4708,7867
DIP2B,6870,5990,9196,7172
ASIC1,94,93,131,86
FAM186A,2,4,6,5
LARP4,3516,3601,4466,3931
TMPRSS12,10,21,7,5
TFCP2,1668,1840,2234,2377
SCN8A,905,717,984,905
SLC4A8,3606,2295,4667,2176
GALNT6,123,398,155,339
SMAGP,122,237,157,410
KRT18,4845,10095,4373,21351
KRT75,0,4,0,10
KRT77,0,0,0,0
KRT79,0,0,4,12
ATF7,1618,1885,2122,2448
RARG,298,257,350,710
PCBP2,15415,15257,20787,20698
HOXC9,8,0,4,0
NCKAP1L,58,38,86,77
CBX5,9264,8647,11577,10318
LOC102724050,0,0,0,2
ERBB3,1888,3503,2267,4360
CDK2,365,542,269,910
MMP19,4,8,23,44
ITGA7,595,330,857,540
TMEM198B,172,252,262,263
TAC3,0,0,2,0
BAZ2A,7268,6051,8328,8466
LRP1,4804,2679,3385,5180
AVIL,84,119,103,175
TSFM,1078,991,1013,1672
DCTN2,7599,8269,8107,11672
LOC100506844,368,477,377,515
LOC101927653,27,2,11,32
SLC16A7,916,2307,622,1877
USP15,2491,2751,2928,3106
FAM19A2,49,45,62,77
PPM1H,3820,5123,3910,4328
C12orf56,2,1,0,4
SRGAP1,373,525,294,694
TBK1,2538,2445,2791,2717
MSRB3,78,70,116,279
GNS,23555,24999,24959,35625
TBC1D30,1064,902,1026,2258
LOC100507065,0,0,0,0
HMGA2,10,7,8,42
GRIP1,205,214,317,270
IRAK3,83,37,175,83
HELB,50,26,46,49
RPSAP52,0,3,0,9
IFNG,0,0,0,0
LOC100507250,57,127,90,71
CPM,189,971,193,1827
CCT2,6312,8302,7439,9862
LOC101928002,1,0,0,3
CNOT2,2483,2772,3180,3454
KCNMB4,55,34,38,27
LGR5,34,76,36,71
TMEM19,1712,1812,1750,2160
TRHDE,29,227,24,99
LOC100507377,0,0,0,0
CAPS2,262,198,276,179
GLIPR1L1,4,8,3,10
GLIPR1,112,135,166,511
OSBPL8,6008,5431,7705,4931
ZDHHC17,3279,3124,4139,3226
NAV3,374,463,413,634
PPP1R12A,3280,3037,4238,3690
LIN7A,50,16,35,14
ACSS3,91,215,104,243
PTPRQ,2,4,4,7
TMTC2,604,1017,588,1081
LRRIQ1,46,34,42,78
CEP290,875,1254,1207,1208
POC1B,544,819,580,838
POC1B-GALNT4,0,0,0,0
ATP2B1,6725,6369,8479,7304
GALNT4,10,22,6,32
EEA1,2548,2256,3040,2938
BTG1,9611,10745,9112,13187
C12orf79,128,146,88,79
CRADD,720,952,1000,1149
LOC643339,7,6,1,0
LOC101928731,0,6,2,7
PLXNC1,1652,1824,4088,2820
TMCC3,4397,3988,6620,3149
CEP83,311,393,516,507
FGD6,627,776,524,1312
USP44,96,171,183,267
VEZT,2940,3071,3824,4183
NTN4,1144,2237,1411,2963
AMDHD1,27,47,21,89
ELK3,130,175,213,431
CDK17,977,958,1380,1024
RMST,14,28,30,20
APAF1,1381,1055,1358,1680
UHRF1BP1L,2509,1943,2657,2224
NR1H4,110,283,48,316
SLC17A8,0,3,0,2
ANO4,11,19,3,6
SLC5A8,149,70,125,51
CHPT1,722,1441,1172,1749
NUP37,562,641,623,1097
PAH,327,314,356,686
TXNRD1,17729,8682,12298,15563
HSP90B1,35281,53637,36651,50995
STAB2,6,5,0,4
HCFC2,2925,2352,4255,3208
NT5DC3,1327,975,1904,1442
SLC41A2,1353,1822,1173,2186
C12orf45,139,201,174,275
KIAA1033,4771,5777,6784,5884
POLR3B,809,1008,1095,1154
RIC8B,1290,1192,1281,1706
RFX4,5,10,0,8
CRY1,1922,2081,2227,2197
SART3,2793,3096,3560,3917
WSCD2,9880,9455,12293,4187
PRDM4,3578,2842,4036,4368
LOC101929162,10,4,9,9
UBE3B,2220,2210,2555,3357
MYO1H,1,0,0,3
SSH1,3286,2883,4180,3925
SVOP,2560,2536,3521,2517
TRPV4,72,118,45,242
IFT81,945,1264,1230,1165
ARPC3,4714,5872,5738,8829
ATP2A2,19756,19611,21221,21013
C12orf76,653,554,1037,701
PPTC7,1717,1488,1831,1547
CUX2,2,2,2,0
ATXN2,3051,2397,4055,3304
FAM109A,573,799,536,1221
ERP29,23726,21295,23556,33195
TRAFD1,2032,2199,2262,3303
MAPKAPK5,1048,1434,1436,1746
HECTD4,7637,6078,8582,6915
DTX1,270,192,120,253
IQCD,51,68,64,115
LHX5,0,4,0,0
SLC8B1,377,614,337,958
OAS3,545,458,709,1195
TBX5,0,0,0,0
HRK,19,8,29,9
RNFT2,174,229,184,170
MED13L,3839,3480,4666,4022
NOS1,3,45,0,7
KSR2,1335,1611,1386,1066
LOC101928244,0,1,0,0
TAOK3,2663,3105,2811,2776
CCDC64,2442,2057,2281,2558
CCDC60,1,1,2,0
CIT,45,800,168,241
TMEM233,8,0,11,31
SPPL3,2501,2856,3245,3077
RNF10,5806,6384,6623,8839
ANAPC5,4723,6309,5645,6358
KDM2B,752,960,1062,1359
MLXIP,5610,6028,6350,9549
HPD,10,81,14,38
WDR66,49,84,121,193
TMEM120B,472,674,548,681
KNTC1,313,544,454,563
PITPNM2,1018,489,1299,1145
HIP1R,4709,3892,4581,8270
CLIP1,6416,7444,7231,7007
RILPL1,296,127,265,342
GTF2H3,1218,1479,1809,1690
DNAH10,167,57,112,81
SCARB1,1476,860,2274,1976
NCOR2,8682,11366,11871,10711
DHX37,822,957,943,1315
AACS,6234,10269,11859,7836
LOC101927592,20,6,50,9
LOC100996671,0,0,0,0
LOC100996679,0,0,0,0
GLT1D1,651,98,703,679
RIMBP2,4475,4131,6098,4192
GPR133,77,198,58,70
SFSWAP,1412,1671,1969,1865
EP400,2919,2827,3546,3536
GALNT9,2,0,0,4
ULK1,2389,1847,2289,2629
LOC101928416,0,0,0,0
CHFR,981,920,1191,1619
FAM138D,0,0,0,0
LOC100288778,108,130,326,214
LOC574538,37,20,44,14
SLC6A13,4,4,8,3
SLC6A12,8,73,10,13
LOC102723544,0,0,0,0
LOC101929384,0,0,0,0
NINJ2,12,3,5,17
LINC00942,2,6,6,6
FBXL14,961,794,1130,1153
WNT5B,47,66,188,77
MIR3649,0,0,0,0
LRTM2,0,2,2,0
LINC00940,0,0,0,3
CACNA1C-IT2,4,6,5,1
CACNA1C-AS4,0,0,0,0
CACNA1C-IT3,0,0,0,0
CACNA1C-AS1,12,17,27,19
LOC283440,0,0,1,3
CACNA1C-AS2,1,9,11,4
FOXM1,34,159,71,133
RHNO1,852,997,1295,1293
LOC100507424,16,17,9,10
ITFG2,982,1082,1062,1327
FKBP4,7367,7760,6723,9935
NRIP2,52,83,92,64
CCND2,3462,2968,4988,3564
FGF23,0,0,0,0
FGF6,0,0,0,0
RAD51AP1,54,96,97,122
C12orf4,746,853,1034,1061
AKAP3,212,622,325,428
NDUFA9,2678,3729,3515,5054
LOC101929549,0,0,0,0
KCNA6,3326,2462,2353,2593
KCNA1,30,42,30,32
KCNA5,1499,599,1535,1577
LOC101929584,0,0,0,0
NTF3,0,0,2,0
CD9,2486,3429,2260,7510
SCNN1A,440,2022,565,2301
LTBR,3493,4369,3531,6744
TNFRSF1A,3324,2940,3673,6905
GAPDH,59156,51726,60188,109493
NOP2,1005,1358,1279,1732
IFFO1,702,623,886,999
VAMP1,173,105,87,214
TAPBPL,799,599,845,1402
MRPL51,1974,2622,2316,3485
NCAPD2,1368,1577,1466,2457
SCARNA10,0,2,4,0
CD27,7,9,3,11
ING4,1031,1090,1090,1332
PIANP,469,338,388,622
ZNF384,1526,1785,1963,2481
LPAR5,0,2,18,8
ACRBP,157,182,431,369
SCARNA11,0,0,1,0
MLF2,6934,7674,7253,9109
CD4,54,63,116,90
COPS7A,3579,3788,4224,5644
GPR162,101,61,163,81
PTMS,4759,3052,4169,5393
LAG3,3,3,2,2
LRRC23,360,478,543,852
SPSB2,721,472,743,634
TPI1,9613,10309,13021,23959
PTPN6,1137,1383,945,1973
C12orf57,2506,3120,2492,3299
CDCA3,35,98,41,83
ENO2,10389,9146,17020,12885
ATN1,5156,5169,7950,7252
RPL13P5,193,139,226,190
GNB3,96,87,83,93
MIR200C,0,0,0,0
SCARNA12,11,21,20,25
DSTNP2,646,426,603,769
USP5,3420,3779,4395,5152
MIR141,1,6,6,5
EMG1,912,1032,938,1642
C1S,936,772,562,4224
LPCAT3,2633,3638,3330,4534
C1RL-AS1,51,77,65,183
RBP5,16,37,83,57
C1RL,1217,1879,932,1783
CLSTN3,6106,5561,4480,7428
PEX5,2546,3180,3822,4522
CD163L1,73,7,152,20
CD163,129,35,197,91
APOBEC1,0,4,0,10
GDF3,0,0,0,0
NANOG,0,1,0,0
NANOGNB,0,0,0,0
CLEC4C,0,0,0,0
SLC2A3,767,131,533,533
FOXJ2,1951,1531,2354,2459
NECAP1,3975,4164,4827,5012
C3AR1,60,19,67,30
FAM66C,106,132,134,111
CLEC4A,47,27,52,40
FAM90A1,22,75,24,57
POU5F1P3,4,0,4,2
ZNF705A,0,2,0,0
CLEC6A,1,4,0,0
AICDA,0,0,0,2
CLEC4E,16,6,10,36
CLEC4D,0,0,0,4
MFAP5,0,0,13,0
A2ML1,0,1,0,5
KLRG1,62,109,44,69
M6PR,4508,4438,5490,7363
PHC1,246,172,330,315
A2M,648,1468,1508,1718
A2M-AS1,43,112,102,110
LINC00612,16,13,5,0
LINC00987,20,47,22,81
A2MP1,0,0,0,1
LOC101930452,6,1,3,6
LOC101928030,0,0,0,0
DDX12P,16,28,23,43
LOC374443,25,53,67,65
KLRB1,0,0,2,1
CLECL1,3,1,0,0
CD69,0,0,3,6
CLEC2A,0,0,0,0
KLRF2,0,0,0,0
CLEC2B,16,18,119,63
KLRF1,8,20,9,15
CLEC12A,0,0,4,2
CLEC1B,0,0,0,0
CLEC9A,2,0,0,0
CLEC12B,0,0,0,0
LOC102724020,0,0,0,0
OLR1,74,13,55,75
CLEC7A,25,19,66,35
TMEM52B,2,0,4,6
KLRD1,0,4,10,4
GABARAPL1,8560,7353,7264,10654
KLRC1,32,1,4,4
KLRK1,0,0,0,1
KLRC3,0,1,0,2
KLRC4,2,0,0,0
KLRC2,1,0,1,5
KLRC4-KLRK1,0,0,0,0
LOC101928100,13,281,121,234
YBX3,859,2168,634,3497
STYK1,12,44,21,50
MAGOHB,489,682,604,830
PRR4,0,0,0,0
TAS2R10,8,5,12,1
TAS2R7,0,0,0,0
TAS2R8,0,0,0,0
TAS2R9,0,0,0,0
LOC101928162,0,0,0,0
TAS2R50,0,2,0,0
PRH2,2,13,4,4
TAS2R14,15,29,36,15
TAS2R13,0,0,0,0
TAS2R20,55,57,60,67
TAS2R19,6,0,11,10
TAS2R43,4,1,2,2
TAS2R46,2,0,0,2
TAS2R31,3,4,4,2
TAS2R30,0,0,0,2
TAS2R42,0,2,0,0
LOC100129361,1698,1533,2026,1987
PRB4,0,0,0,0
PRB1,0,0,0,0
PRB3,0,1,0,2
PRB2,0,0,0,0
LINC01252,98,39,74,25
BCL2L14,7,59,7,75
MANSC1,2147,2835,2442,3473
LOH12CR2,132,213,146,160
CREBL2,7905,8507,10051,8629
APOLD1,237,457,314,293
CDKN1B,3911,3543,5212,3798
MIR613,0,0,0,0
RPL13AP20,3,1,9,8
GPRC5A,342,1037,365,1106
GPRC5D,12,8,3,19
MIR614,3,5,1,8
KIAA1467,1336,1212,1276,1318
LOC100506314,250,337,260,468
HEBP1,1139,1520,1297,2064
HTR7P1,88,156,172,117
C12orf36,4,8,23,10
LOC101928290,20,23,19,33
H2AFJ,2570,2376,3011,3888
HIST4H4,8,13,16,10
MGP,146,148,1278,350
C12orf60,83,172,154,219
ART4,7,27,11,28
SMCO3,16,6,32,23
PDE6H,0,2,0,2
ARHGDIB,154,272,533,572
LOC101928340,0,0,0,0
RERG-AS1,0,0,0,0
STRAP,7381,9628,9490,9845
LMO3,509,876,550,797
SKP1P2,787,860,870,1230
MIR3974,0,0,0,0
RERGL,13,23,2,2
CAPZA3,0,3,0,1
SLCO1C1,10,4,2,0
IAPP,237060,442726,128056,155122
PYROXD1,834,1421,1454,1307
GOLT1B,2788,3568,3322,3679
SPX,33,75,27,36
GYS2,0,4,1,2
LDHB,2697,7597,3258,5894
KCNJ8,2661,1272,2115,3116
CMAS,3304,3747,3629,4408
MIR920,0,0,0,0
LINC00477,0,0,0,0
C12orf77,0,0,0,0
LRMP,42,150,90,79
KRAS,3514,3499,4281,5040
LYRM5,1057,1486,1523,1701
MIR4302,0,0,0,0
RASSF8-AS1,83,242,143,212
BHLHE41,2669,3177,7499,3497
SSPN,380,304,403,306
ASUN,1034,1106,1188,1447
FGFR1OP2,2024,2333,2942,2288
MED21,1938,1904,2088,2632
C12orf71,6,0,0,0
STK38L,2060,2786,2295,2781
SMCO2,4,7,2,21
ARNTL2-AS1,1,4,0,3
MRPS35,3067,4115,4161,4559
REP15,2,10,6,12
KLHL42,12305,8410,10474,4964
PTHLH,20,8,55,84
LOC100506606,42,20,57,81
ERGIC2,1580,2063,1892,2561
CAPRIN2,1067,1057,1030,1080
LINC00941,12,19,1,15
TSPAN11,48,36,92,52
DDX11,52,274,272,805
FLJ13224,5,2,3,3
METTL20,246,336,278,382
DENND5B-AS1,4,6,8,7
H3F3C,167,146,205,305
RNU6-78P,0,0,0,0
DNM1L,5720,5547,6740,5519
YARS2,554,580,571,799
ALG10,108,185,151,172
ALG10B,574,958,997,928
GXYLT1,1746,1273,2333,2205
ZCRB1,1874,2730,2750,3044
LOC101927058,0,0,0,0
PUS7L,598,777,816,687
TWF1,3470,4214,4794,4738
RACGAP1P,7,12,5,13
DBX2,0,0,0,0
PLEKHA8P1,53,71,55,141
RNY5,0,0,0,0
LINC00938,1244,1450,1528,1432
SCAF11,5049,5320,6132,6955
SLC38A2,9883,7576,9141,9737
AMIGO2,472,748,788,697
MIR4698,0,0,0,0
PCED1B-AS1,2,0,4,2
RPAP3,1379,1629,1975,1866
ENDOU,2,5,0,2
RAPGEF3,45,41,123,55
HDAC7,729,935,789,1723
SLC48A1,1108,1086,1088,1252
TMEM106C,3314,3483,3405,5113
VDR,640,397,906,1261
COL2A1,8,0,2,8
PFKM,6914,7077,6997,5988
CCDC184,395,182,275,435
ASB8,2402,2660,3116,2889
MIR6505,9,14,13,13
OR10AD1,2,0,0,2
ZNF641,1234,1180,1796,1712
H1FNT,2,1,2,4
ANP32D,1,0,2,1
LALBA,0,0,0,0
OR8S1,0,0,0,0
KANSL2,1085,1179,1320,1543
SNORA34,0,3,0,4
CCNT1,2855,2678,3254,3115
SNORA2B,0,0,1,0
SNORA2A,1,0,0,3
MIR1291,0,2,0,0
CACNB3,500,517,245,824
ADCY6,3234,3098,2945,3955
MIR4701,0,1,0,2
RND1,192,398,219,1562
DDX23,3888,3996,3535,6131
LOC100506125,7,20,14,30
CCDC65,44,35,28,37
DDN,53,50,157,80
ARF3,13687,15366,15950,21441
WNT10B,0,2,0,0
PRKAG1,2557,3293,3207,4258
WNT1,0,2,0,0
FKBP11,1356,958,877,2334
TUBA1B,14679,11302,18708,44690
LMBR1L,584,483,714,1249
DHH,0,0,0,2
RHEBL1,12,8,14,30
TUBA1C,1338,2140,1496,7874
TUBA1A,16073,12414,17597,62053
DNAJC22,176,555,365,606
TROAP,4,20,15,39
PRPH,153,133,277,203
LOC100335030,20,8,13,13
C1QL4,3,6,19,29
LOC101927267,111,114,159,175
MCRS1,1827,1989,2026,2941
FAM186B,20,43,37,41
PRPF40B,745,646,726,1122
TMBIM6,51906,54976,52881,73733
BCDIN3D-AS1,77,96,144,106
FAIM2,456,169,190,246
LOC283332,0,0,0,0
BCDIN3D,443,447,450,602
LOC101927292,0,0,0,0
RACGAP1,557,695,634,918
AQP6,0,8,5,10
AQP5,6,34,0,5
AQP2,0,24,2,0
LOC101927318,2,9,2,0
CERS5,1748,2151,2049,2417
SMARCD1,1571,1744,1947,2567
COX14,1520,1907,1506,2478
GPD1,737,1302,1830,2603
MIR1293,0,0,0,0
ATF1,1265,1465,2219,1542
HIGD1C,0,0,1,2
METTL7A,2744,4693,3104,2907
CSRNP2,2214,1610,2467,2429
LETMD1,2212,2211,3444,3251
DAZAP2,6588,8535,10819,12346
POU6F1,548,552,547,642
CELA1,0,0,2,0
BIN2,9,8,34,18
ANKRD33,20,13,21,41
FIGNL2,10,22,68,27
ACVR1B,2736,5111,6358,5157
ACVRL1,113,103,673,394
GRASP,712,716,1320,1723
ATG101,1742,1890,1637,2578
OR7E47P,35,59,59,77
KRT80,470,1516,465,2982
C12orf80,2,0,0,3
KRT81,3,16,2,37
KRT7,3825,13468,2701,32347
LINC00592,1,0,2,0
KRT84,0,0,0,0
KRT86,13,33,9,48
KRT85,0,0,0,0
KRT83,0,6,0,4
KRT82,0,0,0,0
KRT5,3,80,92,206
KRT6B,89,22,14,574
KRT71,0,0,0,0
KRT6C,0,0,0,4
KRT6A,0,0,1,34
KRT74,0,0,0,0
KRT73,0,0,0,0
KRT72,0,0,0,0
KRT1,0,0,14,2
KRT2,0,0,0,2
KRT4,0,2,32,4
KRT76,0,0,0,0
KRT3,7,0,0,4
KRT78,0,0,0,0
KRT8,15272,28757,16372,52554
TENC1,1325,1698,2149,2977
EIF4B,18530,15833,25129,21447
SPRYD3,8721,10061,9960,11676
LOC283335,366,459,336,584
MIR6757,3,4,3,4
CSAD,180,265,366,348
SOAT2,4,4,4,16
IGFBP6,220,166,92,545
ITGB7,70,23,173,109
ZNF740,1668,1627,2119,2263
SP7,0,0,6,0
AAAS,1000,1296,1204,1915
MFSD5,1067,1242,1080,1586
ESPL1,2,43,19,45
PFDN5,9094,10214,12890,16027
C12orf10,1193,1393,1657,1998
AMHR2,25,164,27,85
SP1,3280,3488,4097,4552
PRR13,2039,2846,2340,4608
PCBP2-OT1,121,129,165,170
MAP3K12,843,667,898,1177
NPFF,18,10,24,22
TARBP2,539,595,681,973
LOC100652999,0,0,0,0
CALCOCO1,2271,2711,2663,3417
ATP5G2,5289,6202,7359,10724
CISTR,0,0,0,0
HOXC12,0,0,0,0
HOXC10,0,0,0,0
HOXC11,0,0,0,0
HOXC-AS1,0,0,0,0
HOXC13,0,0,0,0
HOXC-AS2,0,0,0,0
HOTAIR,0,0,2,0
MIR196A2,0,0,0,0
HOXC13-AS,0,0,0,0
HOXC-AS3,0,0,0,0
HOXC4,4,2,0,2
FLJ12825,3,0,4,0
HOXC5,0,0,0,0
HOXC8,8,0,2,2
MIR615,0,0,0,0
LOC100240734,0,0,0,0
HOXC6,10,0,2,14
LOC100240735,0,2,3,0
SMUG1,806,1008,762,1389
MIR3198-2,0,0,0,0
NFE2,0,1,0,6
COPZ1,7686,9137,8880,12035
HNRNPA1,842,1023,1207,1182
MIR148B,0,0,1,0
HNRNPA1P10,0,0,0,0
GPR84,0,4,2,9
ZNF385A,83,105,76,163
ITGA5,683,888,1581,3130
GTSF1,0,0,4,6
PDE1B,150,90,204,267
PPP1R1A,6584,9576,17306,11541
GLYCAM1,0,0,0,0
DCD,0,0,0,0
LACRT,0,0,0,0
MUCL1,13,0,5,2
TESPA1,2,0,2,10
NEUROD4,2,0,0,0
OR9K2,0,0,0,0
OR10A7,0,0,0,0
OR6C6,0,0,0,0
OR6C74,0,0,0,0
OR6C3,0,0,0,0
OR6C65,0,0,0,0
OR6C75,0,0,0,0
OR6C76,0,0,0,0
OR6C1,0,0,0,0
OR6C68,0,0,0,0
OR6C2,0,0,0,0
OR6C70,0,0,0,0
OR6C4,0,0,0,0
METTL7B,33,146,28,123
OR10P1,0,0,0,0
OR2AP1,0,0,0,0
SARNP,1359,1455,1604,2099
CD63,28228,28480,27203,61426
RDH5,15,21,12,18
DNAJC14,3547,4102,4838,4715
GDF11,1024,735,703,1108
BLOC1S1,330,417,418,618
ORMDL2,1369,1789,1401,2699
BLOC1S1-RDH5,0,0,0,0
WIBG,938,1119,1061,1329
DGKA,428,524,318,792
PMEL,57,157,45,113
RAB5B,8358,8553,9674,11152
RPS26,135,112,147,178
SUOX,1840,1962,2035,2406
IKZF4,933,838,1225,1083
RNF41,3171,3127,4116,3458
SMARCC2,6182,5387,6304,6723
MYL6,29445,32157,31339,53264
ESYT1,15165,12365,18620,19554
MYL6B,1605,2397,2175,2692
ZC3H10,634,564,816,913
PA2G4,2995,3736,4025,5563
RPL41,560,654,778,956
SLC39A5,97,592,106,242
STAT2,2375,2696,2379,3918
PAN2,2096,2574,3093,3316
IL23A,32,75,25,90
COQ10A,1413,1545,1371,1291
CNPY2,4661,5932,5022,7940
CS,4751,5609,5357,7511
ANKRD52,3751,3344,3787,4498
APOF,10,14,29,6
GLS2,1190,1461,1074,1697
SPRYD4,1002,1316,943,1781
TIMELESS,1350,1513,1436,1825
MIP,0,0,6,3
RBMS2,616,977,573,1319
PTGES3,10004,11991,12801,14177
NACA,12008,15249,18808,23742
SNORD59A,2,4,8,3
ATP5B,23624,31828,26127,37535
SNORD59B,2,3,4,3
PRIM1,332,551,452,529
HSD17B6,36,23,25,14
SDR9C7,1,0,0,0
GPR182,0,0,4,0
ZBTB39,621,586,740,737
RDH16,8,17,17,19
STAT6,4041,5320,2830,8823
MYO1A,4,21,24,8
TMEM194A,638,667,762,956
NAB2,1229,597,1094,1481
STAC3,19,36,65,37
SHMT2,3537,2737,3918,4731
NXPH4,87,120,50,116
NDUFA4L2,424,109,448,363
MIR1228,3,0,1,10
INHBC,4,26,2,8
DDIT3,1561,1378,4589,1879
INHBE,1787,153,88,114
GLI1,8,4,5,10
MARS,12505,6029,13329,10581
ARHGAP9,16,15,22,24
MBD6,1877,1612,2799,2524
MIR6758,50,15,66,39
KIF5A,1464,961,1108,1366
SLC26A10,28,10,14,6
ARHGEF25,504,392,429,474
PIP4K2C,5244,4910,6686,6284
DTX3,2639,2550,3172,2872
B4GALNT1,166,60,59,83
LOC101927583,0,3,3,0
METTL1,308,416,303,631
TSPAN31,2566,2985,2573,3980
CYP27B1,67,89,26,105
OS9,13830,15484,13313,28279
AGAP2-AS1,425,457,419,670
CDK4,3972,3992,5258,6103
MARCH9,1738,1310,1667,1977
AGAP2,68,70,56,60
METTL21B,391,652,309,468
MIR6759,4,10,6,6
CTDSP2,7897,7847,11164,12928
MIR26A2,0,0,0,0
XRCC6BP1,149,176,130,242
LRIG3,1587,2290,2562,2526
MIR6125,0,0,0,0
C12orf61,8,19,32,39
MIRLET7I,1,0,0,0
AVPR1A,16,6,57,30
TMEM5,1743,1985,2468,1927
C12orf66,439,476,615,622
XPOT,5244,4596,7603,4627
MIR548C+MIR548Z,0,0,0,0
